Gas,NFR/CRT Group,Source,Activity,Units,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Carbon Dioxide as Carbon,1A2e,"Food & drink, tobacco (combustion)",Coal,kilotonne,351.6325412,429.0845405,445.80212,444.9802726,397.7716522,321.3498634,181.438413,193.1514542,100.7571267,93.75244591,74.6279353,71.40634033,54.06146267,53.38303305,46.32940501,36.37541458,34.43260889,42.50020944,46.35642031,50.31008151,46.86105273,49.69982116,48.81416765,56.81299322,61.74068091,55.71999691,48.76754039,55.19211642,60.19854417,49.20725701,48.05742125,42.67961798,39.10869947,37.8017433
Carbon Dioxide as Carbon,1A2e,"Food & drink, tobacco (combustion)",Fuel oil,kilotonne,685.797,693.532,690.27,641.83,557.925,428.175,382.33,277.76,214.266,209.9985069,135.1766154,164.2558469,84.63477684,65.45588173,58.09595995,45.69486695,43.65486917,54.94602555,66.37329,23.10012,57.46902,71.67366,77.71239,81.59757,80.19117,62.34747,4.647913166,4.196620057,1.07238,42.5436,39.86265,14.5035,1.0548,1.0548
Carbon Dioxide as Carbon,1A2e,"Food & drink, tobacco (combustion)",Gas oil,kilotonne,123.6231657,128.5501537,128.7622931,127.1676276,122.2735628,114.286719,125.649771,123.480903,131.37,113.0386934,121.7929443,174.4802307,137.8461899,134.2498122,87.00583306,225.5301,116.508023,89.05131437,11.74272159,17.32966805,0.805163862,-,24.20684997,-,-,-,-,-,-,-,-,-,-,-
Carbon Dioxide as Carbon,1A2e,"Food & drink, tobacco (combustion)",Natural gas,kilotonne,983.0641188,938.1416866,989.8486864,896.6504924,1023.917503,1217.848161,1360.829226,1339.604589,1372.145889,1460.791584,1550.625606,1543.314631,1509.596883,1491.901152,1490.857798,1321.860051,1260.427515,1223.932275,1177.790293,1031.135398,1112.738973,1114.738572,1113.023861,1126.17986,1089.684817,988.3530084,987.4756186,1013.667599,1056.487232,1032.275393,997.5829088,1010.350625,950.297531,961.7436396
Carbon Dioxide as Carbon,1A2e,"Food & drink, tobacco (combustion)",Non-municipal solid waste: non-biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.047801506,0.028680904,0.038241205,-,0.009560301
Carbon Dioxide as Carbon,1A2f,Lime production - non decarbonising,Coal,kilotonne,82.10279705,72.96892562,12.46681604,12.56294005,12.99334643,14.49643109,15.78884655,16.26571784,16.58333984,16.2577512,16.36983721,24.0476017,25.37207235,27.83729329,29.99923366,30.30422341,33.90498194,46.19119565,50.67957231,39.05392729,55.60005013,51.70240456,27.84486066,31.98469856,43.04876347,40.45197434,22.34572209,34.38258758,31.03009697,36.18203695,32.46108932,37.86266364,41.26239298,34.25190626
Carbon Dioxide as Carbon,1A2f,Lime production - non decarbonising,Coke,kilotonne,12.46706145,12.27522553,14.90334463,14.35905775,12.655383,12.25814627,14.73883231,16.04650569,14.59075384,16.15898787,13.57068033,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Carbon Dioxide as Carbon,1A2f,Lime production - non decarbonising,Natural gas,kilotonne,77.43120864,68.95025524,68.68086563,70.72322794,73.28697592,79.50761151,90.21760894,91.3746926,96.49764971,73.95757305,77.91067961,81.4615911,80.63640404,89.29343559,92.43905042,95.15665824,90.73933615,96.79363663,86.55768719,59.28523752,65.17352867,68.59064818,69.12514897,73.69972094,75.79837727,73.09348802,68.63658829,68.79528513,69.25881819,68.59263561,64.23560284,70.38939451,67.3397614,63.93555469
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Coal,kilotonne,1589.0931,1262.521479,1106.73579,1070.587293,1170.719877,1077.12711,1058.935191,1070.89119,1053.119537,960.5492359,879.284,914.739,875.7385,795.0499912,746.6287349,645.6068924,577.7987591,744.361367,640.1623831,377.6325079,379.2163822,390.4981359,328.8946449,336.0194137,357.062137,382.6800409,416.3091791,396.416975,397.9766381,394.0129192,339.2842659,369.8890578,327.8310803,265.487827
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Fuel oil,kilotonne,0.867,0.868,0.865,0.865,0.865,0.865,0.865,0.868,0.871,0.874,0.875,0.875,-,-,0.879,-,-,-,-,-,-,-,-,0.403461,-,-,0.103492581,-,0.110754,-,-,-,0.032523,0.73566147
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Gas oil,kilotonne,8.69,7.331066884,6.847106185,7.10906746,8.396434441,8.487275324,8.869267108,9.500348665,9.899137322,9.662500737,9.57,11.31,12.18,7.83,7.83,9.229413257,7.702031761,3.520826589,8.604145429,6.165883149,5.841775927,4.600284291,4.826340964,7.589491504,5.414361707,8.928564677,7.084535137,6.838749175,5.967060109,4.469919781,3.782219292,4.501427133,5.042141366,3.779490352
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Natural gas,kilotonne,5.411488769,4.292072289,3.765968489,3.669896074,4.063861031,3.847856453,3.761091116,3.758751056,3.651287668,3.321800654,3.033233399,1.870848884,2.226612926,2.473908045,4.271971835,0.885990545,2.967636652,3.587928542,3.166694643,3.224043291,3.928048604,5.66713098,3.454242488,2.954002476,3.306493504,3.875016254,4.100604914,4.122976053,3.854857751,4.305096099,5.223693367,4.316008697,4.502886932,3.694026714
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Petroleum coke,kilotonne,25.20376335,41.65898145,56.62765724,75.18992587,105.6724079,119.9192348,141.3939286,168.0563962,191.3045863,199.6121427,207.3212792,172.3612203,234.1510918,215.4515254,260.1678797,286.1846677,356.5926002,184.9170641,60.88436924,35.65574303,23.21623305,21.11598061,36.17321727,38.33931816,25.98796162,38.55460636,31.80622223,17.45690805,13.29812397,10.83986196,8.216178936,11.22787985,6.699,7.857129404
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Scrap tyres,kilotonne,0.27310627,1.911743892,3.550381513,5.189019135,6.827656757,13.88290207,13.88290207,11.37942793,8.329741243,9.103542342,14.65670317,16.65948249,20.80159425,30.7244554,29.85961888,36.86934649,34.92535964,50.23535571,62.05494548,50.15370142,46.56565167,53.10136585,46.98099202,52.68820449,56.30392149,44.99738986,48.9939902,49.23254075,49.16358417,47.07487099,41.27202531,39.9244072,31.77916722,24.55503859
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Waste oils,kilotonne,-,-,-,0.719792837,2.292012644,4.074689145,4.1028045,4.130919855,4.15903521,4.187150565,4.21526592,3.70878048,2.05861824,0.58817664,0.4901472,0.369244224,0.348004512,3.168951127,0.465272727,0.359454545,0.275372727,0.231684545,0.261,-,0.330786603,0.398300155,0.200394355,0.063545455,0.2883375,0.22067859,-,0.417542727,0.442909091,-
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Waste solvent,kilotonne,-,-,-,5.915186613,18.83553407,33.48539391,33.71644313,33.94749235,34.17854156,34.40959078,34.64064,39.77424,52.94304,41.38128,51.15744,52.1158608,48.04313508,50.8814042,45.01636892,34.56533135,43.54059213,40.03106246,37.19565619,38.00624275,29.05608335,39.83854091,44.62333071,49.92521384,48.01289473,52.38669942,44.73511806,41.67799653,34.19262819,28.41362555
Carbon Dioxide as Carbon,1A2f,Cement production - combustion,Waste,kilotonne,-,-,-,-,0.4686,2.0306,1.643224,1.255848,0.868472,0.481096,0.09372,-,1.28084,3.81128,4.87344,5.3587534,14.135088,10.639733,23.113566,28.76020982,42.14309238,40.21364578,44.68998622,52.61657882,60.80117876,67.36959273,63.39674909,63.03569975,65.95318747,81.26587966,78.60338356,90.06123945,100.7433755,102.0910697
Carbon Dioxide as Carbon,1A2f,Other industrial combustion,Scrap tyres,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.34133231,4.495444376,9.996395265,11.36551941,6.78231738,3.618772573,2.222803771,2.236369731,2.521550472,1.611357741,1.720416415,1.99624102,1.628816832,2.501563435
Carbon Dioxide as Carbon,1A2f,Mineral products (other): combustion,Non-municipal solid waste: non-biomass fraction,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.305915627,0.003566556,-,-,0.308412414,0.000580801,0.002406394,0.21637701,-
Carbon Dioxide as Carbon,1A2giii,NRMM: Mining and Quarrying,Gas oil,kilotonne,112.3452386,105.1997936,106.6341298,108.119206,114.1850026,114.3336094,114.5079123,115.8308633,114.0849072,112.8322739,112.7177108,114.9574126,116.7407925,118.4675629,132.1075767,128.3217734,134.9151257,139.8977886,129.6107081,108.2847919,125.5794912,126.3884369,113.9853077,106.8854008,70.71002044,106.6167298,116.3987361,104.4888767,79.91795886,84.57419761,87.50429207,98.71659021,91.27819853,93.71904992
Carbon Dioxide as Carbon,1A2giii,NRMM: Mining and Quarrying,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.363248001,0.433751076
Carbon Dioxide as Carbon,1A2gv,NRMM: Construction,Gas oil,kilotonne,573.1061619,534.8280761,535.8126413,539.3639293,563.3273923,566.1705806,562.5191632,564.0109746,564.7420174,564.4828898,569.6331632,576.6580835,581.2288068,582.58414,641.5939741,622.818737,649.5777508,677.7502699,642.7156895,541.1781937,632.2007977,515.5341187,562.5234453,532.2007724,421.394538,552.1765041,596.2895729,578.0905773,496.1900314,524.4373274,494.8984586,527.8527627,453.0948206,501.9349192
Carbon Dioxide as Carbon,1A2gv,NRMM: Construction,Petrol,kilotonne,14.2905546,13.29391635,13.18604819,13.23740818,14.01799668,14.24176132,14.13888865,13.97322494,13.88035864,13.85028648,13.91793996,14.1448663,14.22738894,14.20930286,16.02398111,15.25628354,16.07346154,17.02748797,15.88433367,12.98532632,16.25911544,15.89723923,13.69134075,14.41184024,16.27366979,16.89438332,18.51174899,20.48514958,19.70524005,21.22625746,17.37514063,20.41237908,21.83246171,21.99032953
Carbon Dioxide as Carbon,1A2gv,NRMM: Construction,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.803122657,2.323058241
Carbon Dioxide as Carbon,1A2gvii,NRMM: Generators,Gas oil,kilotonne,95.79932582,95.26355919,94.72779257,94.19202594,93.65625931,93.12049269,92.58472606,195.0005197,225.8353036,158.3516439,211.9546763,177.0742118,148.2578896,148.4022067,158.9495832,195.8141159,196.9606729,266.2035632,105.7277863,93.64446795,102.1357141,87.12797528,120.5957637,93.20897208,55.79835981,67.1092523,64.67280455,72.82431897,60.81142028,59.5131681,73.16655685,69.41144211,49.99167333,67.39986094
Carbon Dioxide as Carbon,1A2gvii,NRMM: Generators,Petrol,kilotonne,156.6270904,155.3867454,154.1464003,153.5375036,152.928607,152.3197103,151.7108137,308.6955543,346.5536448,239.7105361,313.9840286,259.1594471,215.6370403,215.2619908,229.6434017,302.1543406,326.6733142,441.395678,187.379409,164.2802783,171.3089814,184.7940921,194.1291636,165.8985954,174.5990974,171.366823,156.2446686,191.5868907,200.6587184,176.14172,180.7535919,186.1821125,190.2527947,192.9686546
Carbon Dioxide as Carbon,1A2gvii,NRMM: Other Industry,Gas oil,kilotonne,90.96690588,87.30691535,109.9535682,118.9221403,133.6077925,123.1610455,122.1352833,127.9092946,106.1905754,90.36470658,86.66283452,109.4588732,130.6229915,142.2463491,150.8912519,135.5595462,149.1794845,129.1041984,96.19256245,98.7999743,99.21516825,99.15956431,115.2341122,115.7280837,74.78392834,99.90687049,91.8724617,62.45393579,45.81655074,45.8677091,41.61345734,81.98555688,56.61566887,71.54646383
Carbon Dioxide as Carbon,1A2gvii,NRMM: Other Industry,Petrol,kilotonne,13.76842844,12.95527909,12.81588604,12.88912695,13.43389081,13.60691354,13.57133547,13.53575741,13.50017935,13.46460128,13.42902322,13.526984,13.62634422,13.70751172,15.2371048,14.9438217,15.49626055,16.26205185,15.45516831,12.96407553,15.09213451,15.33331207,13.64018732,13.77716589,15.33663225,16.43673414,17.54543072,19.0881921,19.36924443,20.62637853,17.29710348,19.22439046,20.80310826,20.88034338
Carbon Dioxide as Carbon,1A2gvii,NRMM: Waste,Gas oil,kilotonne,122.5188826,119.7777278,118.7585943,118.2963912,119.0862034,118.9566583,118.4096536,118.2472487,118.1403648,117.9815106,118.1229847,118.1653024,118.1735694,118.1794324,121.5829693,121.08368,122.5167322,124.4316542,122.7006879,116.4869208,121.0787284,121.4104964,117.3042498,117.0618827,120.5451268,123.1281976,126.2898493,130.6649259,130.0808804,135.5209219,127.7555034,132.5366601,124.8628567,122.5131201
Carbon Dioxide as Carbon,1A2gvii,NRMM: Generators,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.198945375,0.311940446
Carbon Dioxide as Carbon,1A2gvii,NRMM: Other Industry,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.22530603,0.331131778
Carbon Dioxide as Carbon,1A2gvii,NRMM: Waste,Biodiesel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.496900507,0.567015967
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Burning oil,kilotonne,84.31859503,96.06359683,95.71299976,100.7966573,102.5496426,115.8723312,134.9798715,141.2149238,151.2069403,216.2426965,233.9864142,277.4972848,229.7385551,229.1560754,260.8399358,253.5245452,260.4372835,249.4873427,249.2716365,201.1386693,184.9614168,166.7966068,157.3507248,221.8096916,289.5520033,188.9850464,310.4615175,156.8338139,211.6124843,233.8496251,182.4582722,121.261509,266.9659676,218.9124027
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Coal,kilotonne,1015.314187,1034.008745,1314.435513,590.9786664,423.0621899,633.4619801,195.9723225,266.9671031,193.1705763,308.7995571,344.8313772,239.9040189,247.6333206,275.1861658,239.3318741,307.5279769,320.8529408,204.497925,372.0942741,469.2636912,661.2029716,583.1342977,723.9878867,1065.963944,988.0057984,741.7906714,674.09767,549.2157973,534.121743,424.9217432,335.438196,273.2628485,223.5980663,272.6790178
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Coke,kilotonne,35.16045161,23.63812829,62.59654985,84.91317474,23.5591368,-,-,17.26888862,46.05463036,43.75582827,15.39694824,14.92040042,22.01930935,13.11739132,14.56697615,-,10.88839734,-,10.07631823,-,-,-,-,7.751959704,8.46597573,-,-,-,-,-,-,-,-,-
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Coke oven gas,kilotonne,20.42549655,16.52930357,15.74219387,10.46855892,10.23242602,6.218166579,8.28256528,8.957053541,4.658499323,5.019321741,13.63460723,28.58536311,12.79012833,10.03713183,12.88113293,11.72959221,10.09751815,11.1063304,10.13507062,12.55211018,10.61790939,9.805914414,9.882051607,8.958933822,8.497872831,0.053408084,0.053209275,0.051457723,0.051912891,0.052664466,0.05243124,0.053117011,0.055163898,0.055266138
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Colliery methane,kilotonne,27.5495227,22.38031588,21.91038799,13.27546296,1.820970583,11.92442027,11.74819731,11.74819731,10.57337758,8.811147985,7.048918388,6.167803589,5.286688791,4.405573992,3.818164127,3.058493075,2.634983958,2.374595529,2.08039231,1.782907878,1.542921879,1.315890968,1.144876095,0.931801956,0.773109425,0.657294601,0.558457867,0.474780141,0.403835982,0.343199948,0.29165932,0.248001376,0.210407036,0.178876298
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Fuel oil,kilotonne,1114.146561,1887.197055,1798.090834,1343.240492,982.8287766,703.8561624,541.8297991,140.926261,483.0593459,355.7301952,260.9500162,477.6273676,216.0434311,187.105927,356.5601863,439.822384,355.9376059,379.9535617,287.4539086,269.0132812,288.024372,290.9169441,128.9996919,148.0206926,273.4398152,217.3464019,150.9960184,335.5354862,247.6496459,18.39588734,161.2474929,208.2165193,148.1799658,98.59320013
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Gas oil,kilotonne,924.7646999,1032.808963,939.9614949,959.1118057,888.2458271,831.5063196,883.529351,724.3261509,964.1424047,888.5624682,1034.445041,747.8245924,237.0131156,293.7950551,175.4513183,222.071797,161.5728023,114.0380372,64.95879201,55.64777328,64.89767548,49.88583466,52.62635084,60.66681923,63.5340482,70.61665678,65.34256143,66.45661069,76.23699725,63.31111608,54.42490393,67.70403879,91.633966,65.79771774
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,LPG,kilotonne,435.6042768,508.7459876,429.1189142,462.745521,517.340197,548.8966158,630.088931,570.9032429,538.7079127,542.5145156,509.9127583,517.5252385,450.5910192,668.742168,610.9345446,630.0814241,670.00573,672.0549966,514.2719098,480.614356,671.3639354,734.343083,392.394008,414.8857543,472.8285603,548.4167777,413.2761534,519.8275825,454.2698932,611.810429,565.4824572,574.7653176,566.0297014,564.6405022
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Natural gas,kilotonne,3366.888405,3600.11307,2779.518376,2269.236348,2211.963555,1890.054266,2256.044463,2650.361204,2932.059924,3039.015522,3505.62646,3360.642911,3038.410489,2979.483426,2820.949219,2928.254829,2904.225616,2675.659331,2579.346806,2147.379615,2238.953552,2191.892222,2001.009617,2052.758623,1989.954997,2259.686208,2239.864435,2206.833247,2446.870288,2279.03269,2110.609755,2225.006823,2107.895985,2247.453989
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,OPG,kilotonne,35.91423874,46.47424928,42.75018759,35.91423874,61.31948148,68.25745942,72.4971287,52.39891481,49.5733828,53.16565692,57.7206605,58.56843719,51.67845544,54.02780271,54.37379341,51.02957644,46.6196128,37.26732242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,SSF,kilotonne,50.56,16.59,16.59,26.07,54.51,49.77,41.87,52.93,36.34,24.49,28.44,38.71,25.2405,16.59,12.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Lubricants,kilotonne,186.5740129,175.9030848,185.9922569,193.8709827,193.4042243,220.510044,216.9057498,223.180205,205.0436065,196.4513188,193.3604497,198.5226612,189.1790977,192.5091465,196.1109686,160.8528724,129.2739572,135.4529517,115.2084897,126.7590045,144.077593,122.0337208,102.5219911,111.2733419,109.2580132,101.384133,101.5477124,103.2195737,92.0670388,89.3734548,73.12696934,73.28789741,69.39207346,81.4093554
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Waste solvent,kilotonne,18.98369557,16.87177441,16.77345091,17.23900244,17.82961073,20.29587521,21.84957401,22.82257955,23.62932375,23.4642411,23.38620959,20.79526022,17.27580352,17.44756431,18.73035333,18.03093188,18.57179194,20.89875799,19.05387536,16.27123453,20.01967244,18.19302753,18.0425031,17.18769577,16.57360569,15.53927545,8.624877125,10.49578282,11.71579855,10.59974054,9.670917742,12.40774692,12.09368195,11.00649907
Carbon Dioxide as Carbon,1A2gviii,Other industrial combustion,Non-municipal solid waste: non-biomass fraction,kilotonne,5.92050549,4.921985815,2.291464392,-,-,-,-,-,-,-,1.930529625,2.118915148,2.123511253,2.121704596,2.123791659,2.123480198,2.11960566,2.118378996,-,-,-,-,-,0.587168471,-,22.8204392,0.028680904,-,0.114723616,-,-,-,-,-
Carbon Dioxide as Carbon,1A2gviii,Autogenerators,Coal,kilotonne,629.9327957,673.0002796,637.8663701,784.9574232,676.8084098,712.527678,931.7976057,896.9890744,936.5926195,753.4899271,655.3935787,702.5084344,734.0669443,620.761795,629.6963439,669.8801954,652.9864699,567.1352766,536.4449082,445.1042717,426.5155426,428.0549987,343.7637953,11.72169152,6.671128936,6.42228243,5.233524567,4.867155749,5.366042071,4.271761031,0.40362505,0.332403195,0.379153119,0.262917676
Carbon Dioxide as Carbon,1A2gviii,Autogenerators,Fuel oil,kilotonne,306.8396795,308.8824884,304.6283854,301.8340606,360.4808516,277.2477794,270.5162077,242.4039495,12.39723552,-,-,-,-,-,-,159.6300731,-,-,-,-,0.991798031,-,-,-,-,-,-,-,-,-,-,4.935524697,12.46767489,12.38409007
Carbon Dioxide as Carbon,1A2gviii,Autogenerators,Gas oil,kilotonne,17.9157849,18.03071751,17.84406137,17.68037964,21.11570276,16.2402016,14.93226097,14.86148985,14.73939207,23.20471264,15.73497801,14.68811901,12.96546663,7.442223528,37.48548017,28.46664338,16.13273601,8.456812025,5.806845063,6.102519341,11.60108719,9.955662032,7.051986498,37.63879715,46.67382257,39.54388644,32.49567376,44.36371741,40.41996559,23.83522035,20.73939864,26.63256201,21.52502648,21.38072006
Carbon Dioxide as Carbon,1A2gviii,Autogenerators,Natural gas,kilotonne,138.8766458,147.4995814,139.7064317,207.058677,204.317384,682.2963668,768.5265783,898.5112949,1165.6236,1240.59102,1406.820176,1100.126312,1232.374039,1143.807875,1162.223772,1172.765199,1010.32976,969.2157284,784.1940648,662.9836128,699.8284673,717.9299722,724.9128218,756.2556954,677.9789073,610.990613,623.1738416,692.6876697,653.1796264,633.5850868,542.5311612,559.45108,533.6941841,534.3000117
Carbon Dioxide as Carbon,1A2gviii,Autogeneration - exported to grid,Coal,kilotonne,238.1979238,232.0215328,242.7597195,428.8785383,368.0425453,266.2763203,310.5992019,298.9963581,230.2369493,195.5631898,199.0517353,273.8440913,215.7537454,312.2258459,248.4842233,207.1469802,248.2021792,312.7068462,367.6181187,407.2261523,333.9966456,335.539483,292.9005575,8.063759781,4.53484333,5.136680954,4.123731506,3.61659688,4.027111404,3.482077761,0.350220388,0.283835536,0.296914615,0.221697249
