PCON24CD,mean,min_nox_emission_per_km2,max_nox_emission,median_nox_emission_per_km2,stdev,mean_nox_emission_per_km2,sd_nox_emission_per_km2,sum,area_km2,total_nox_t_per_km2,total_nox
E14001167,2.724984645843506,0.17355920374393463,5.922142028808594,2.731789688011351,1.3085277080535889,3.2156801223754883,1.2538259029388428,64.189239501953125,23.555816363898753,2.7249847133436,64.189239501953125
E14001168,0.3214828372001648,2.0925450371578336e-4,4.735583782196045,0.05693832465884371,0.6746143698692322,1.5484092235565186,1.0747073888778687,75.6659927368164,276.37654927079774,0.27377862896275534,75.6659927368164
E14001169,2.1226282119750977,2.0925450371578336e-4,8.299699783325195,2.1673259161173655,1.7460063695907593,3.084500312805176,1.5822128057479858,82.12770080566406,38.69151197217378,2.122628365227205,82.12770080566406
E14001170,0.7155264616012573,5.101311253383756e-4,10.748979568481445,0.2174197216373475,1.296626091003418,2.082482099533081,2.0880913734436035,83.626312255859375,134.94660799066085,0.6196992536607281,83.626312255859375
E14001171,0.603223979473114,3.1107169343158603e-4,3.5477330684661865,0.3163431563866483,0.7151517868041992,1.3220134973526,0.7636049389839172,64.29035186767578,111.48491963043884,0.5766730790208375,64.29035186767578
E14001172,54.45636749267578,2.4500060081481934,136.5944061279297,43.26333124627132,36.12281799316406,45.75891876220703,33.01945877075195,1058.5960693359375,19.439343623850792,54.45636899165206,1058.5960693359375
E14001173,0.6287235021591187,2.0925450371578336e-4,22.861379623413086,0.09227550705167589,2.0534815788269043,2.6862432956695557,4.324365139007568,125.3692398071289,219.27759832524788,0.5717375635479758,125.3692398071289
E14001174,0.3441077470779419,1.0847819794435054e-4,4.482683181762695,0.07839286031097349,0.647748589515686,1.4487322568893433,1.0948102474212646,60.99409103393555,200.14244426268107,0.3047534033005143,60.99409103393555
E14001175,7.936092376708984,4.248570919036865,11.546839714050293,8.365702619418535,1.9416298866271973,8.11687183380127,1.8658479452133179,65.71153259277344,8.28008629808566,7.9360927201888964,65.71153259277344
E14001176,1.8716580867767334,1.4144160377327353e-4,8.554604530334473,1.3773709084976284,1.7537181377410889,2.5768184661865234,1.7984049320220947,76.85911560058594,41.07103208106641,1.871370445448769,76.85911560058594
E14001177,0.5629647374153137,9.635330206947401e-5,8.116933822631836,0.15588271574256723,0.9381928443908691,1.7301422357559204,1.5831583738327026,71.36503601074219,172.45172201687373,0.41382617219536605,71.36503601074219
E14001178,0.39958682656288147,1.0394310083938763e-4,9.4813232421875,0.0751080265172442,0.8975246548652649,1.6290990114212036,1.4450197219848633,84.1986083984375,213.58228950843124,0.3942209281126454,84.1986083984375
E14001179,0.2823684811592102,1.2317689834162593e-4,5.754950046539307,0.02412017764920745,0.7776963710784912,1.7455239295959473,1.3727794885635376,104.17374420166016,523.4770075930446,0.1990034761615465,104.17374420166016
