LSOA21CD,number_of_households
E01019530,728
E01019531,674
E01019532,541
E01019533,625
E01019534,621
E01019535,669
E01019536,856
E01019537,698
E01019538,978
E01019539,720
E01019540,644
E01019541,677
E01019542,860
E01019543,912
E01019544,718
E01019545,626
E01019546,653
E01019547,647
E01019548,976
E01019549,553
E01019550,672
E01019551,696
E01019552,514
E01019553,806
E01019554,731
E01019555,732
E01019556,726
E01019557,667
E01019558,573
E01019559,490
E01019560,620
E01019561,724
E01019562,622
E01019563,652
E01019564,715
E01019565,615
E01019566,784
E01019567,790
E01019568,561
E01019569,853
E01019570,596
E01019571,647
E01019572,645
E01019573,701
E01019574,626
E01019575,697
E01019576,770
E01019577,746
E01019578,798
E01019579,862
E01019580,757
E01019581,650
E01019582,674
E01019583,631
E01019585,1027
E01019586,637
E01019587,628
E01019588,615
E01019589,605
E01019590,862
E01019591,654
E01019592,704
E01019593,487
E01019594,798
E01019595,925
E01019596,865
E01019597,855
E01019598,817
E01019599,637
E01019600,692
E01019601,706
E01019602,837
E01019603,876
E01019604,832
E01019605,780
E01019606,734
E01019607,787
E01019608,814
E01019609,1184
E01019610,682
E01019611,704
E01019612,935
E01019613,703
E01019614,719
E01019615,951
E01019616,816
E01019617,704
E01019618,695
E01019619,682
E01019620,641
E01019621,616
E01019622,677
E01019623,731
E01019624,568
E01019625,701
E01019626,683
E01019627,523
E01019628,664
E01019629,710
E01019630,787
E01019631,799
E01019632,743
E01019633,678
E01019634,701
E01019635,555
E01019636,774
E01019638,518
E01019639,636
E01019640,578
E01019641,639
E01019642,636
E01019643,695
E01019644,702
E01019645,798
E01019646,625
E01019647,1049
E01019648,652
E01019649,790
E01019650,744
E01019651,618
E01019652,632
E01019653,592
E01019654,721
E01019655,742
E01019656,503
E01019657,880
E01019658,831
E01019659,982
E01019660,892
E01019661,660
E01019662,790
E01019663,707
E01019664,486
E01019665,639
E01019666,602
E01019667,678
E01019668,647
E01019669,691
E01019670,734
E01019671,808
E01019672,794
E01019673,537
E01019674,506
E01019675,761
E01019676,673
E01019677,635
E01019678,763
E01019679,756
E01019680,791
E01019681,686
E01019682,911
E01019683,536
E01019684,708
E01019685,684
E01019686,598
E01019687,623
E01019688,637
E01019689,636
E01019690,558
E01019691,656
E01019692,660
E01019693,864
E01019694,509
E01019695,637
E01019696,614
E01019697,614
E01019698,631
E01019699,712
E01019700,1013
E01019701,978
E01019702,757
E01019703,663
E01019704,639
E01019705,803
E01019706,518
E01019707,626
E01019708,736
E01019709,525
E01019710,870
E01019711,608
E01019712,641
E01019713,703
E01019714,1061
E01019715,661
E01019716,561
E01019717,672
E01019718,976
E01019719,884
E01019720,666
E01019721,641
E01019722,784
E01019723,872
E01019724,500
E01019725,641
E01019726,615
E01019727,936
E01019728,510
E01019729,504
E01019730,867
E01019731,499
E01019732,629
E01019733,669
E01019734,910
E01019735,657
E01019736,467
E01019737,554
E01019738,693
E01019739,1026
E01019740,556
E01019741,497
E01019742,454
E01019743,653
E01019744,655
E01019745,500
E01019746,720
E01019747,511
E01019748,723
E01019749,488
E01019750,608
E01019751,929
E01019752,583
E01019753,627
E01019754,844
E01019755,834
E01019756,643
E01019757,567
E01019758,596
E01019759,652
E01019760,618
E01019761,575
E01019762,793
E01019763,972
E01019764,664
E01019765,853
E01019766,641
E01019767,691
E01019768,1051
E01019769,849
E01019770,854
E01019771,949
E01019772,641
E01019774,882
E01019775,1068
E01019776,640
E01019777,1068
E01019778,764
E01019779,770
E01019780,624
E01019781,673
E01019782,634
E01019783,522
E01019784,509
E01019785,513
E01019786,747
E01019787,765
E01019788,715
E01019790,910
E01019791,867
E01019792,919
E01019793,639
E01019794,597
E01019795,983
E01019796,506
E01019797,826
E01019798,704
E01019799,1153
E01019800,746
E01019801,503
E01019802,578
E01019803,518
E01019804,554
E01019805,567
E01019806,660
E01019807,608
E01019808,740
E01019809,523
E01019810,748
E01019811,648
E01019812,813
E01019813,730
E01019814,830
E01019815,1133
E01019816,785
E01019817,553
E01019818,716
E01019819,765
E01019820,676
E01019821,613
E01019822,710
E01019823,533
E01019824,807
E01019825,596
E01019826,647
E01019827,856
E01019828,669
E01019829,604
E01019830,659
E01019831,608
E01019832,786
E01019833,911
E01019834,1017
E01019837,895
E01019838,695
E01019839,1109
E01019840,744
E01019841,792
E01019842,664
E01019843,687
E01019844,660
E01019845,564
E01019846,594
E01019847,611
E01019848,1045
E01019850,972
E01019851,726
E01019852,854
E01019853,733
E01019854,957
E01019855,671
E01019856,644
E01019857,536
E01019858,627
E01019859,728
E01019860,503
E01019861,778
E01019862,685
E01019863,693
E01019864,584
E01019865,555
E01019866,861
E01019867,700
E01019868,816
E01019869,493
E01019870,688
E01019871,743
E01019872,904
E01019873,1037
E01019874,570
E01019875,477
E01019876,808
E01019877,1038
E01019878,645
E01019879,896
E01019880,718
E01019882,896
E01019885,709
E01019887,782
E01019888,864
E01019889,825
E01019890,815
E01019891,665
E01019894,758
E01019895,717
E01019896,772
E01019897,714
E01019898,1168
E01019899,668
E01019900,848
E01019901,601
E01019902,1000
E01019903,935
E01019904,643
E01019905,765
E01019906,668
E01019907,689
E01019908,710
E01019909,819
E01019910,699
E01019911,805
E01019912,850
E01019913,898
E01019914,1098
E01019915,838
E01019916,1003
E01019917,675
E01019918,909
E01019919,781
E01019920,698
E01019921,641
E01019922,651
E01019923,539
E01019924,620
E01019925,549
E01019927,659
E01019928,620
E01019929,628
E01019930,697
E01019931,526
E01019932,867
E01019933,665
E01019934,837
E01019935,597
E01019936,516
E01019937,989
E01019938,943
E01019939,706
E01019940,705
E01019942,1068
E01019943,726
E01019944,807
E01019945,903
E01019946,659
E01019947,1177
E01019948,639
E01019949,760
E01019950,639
E01019951,1002
E01019952,842
E01019953,748
E01019954,895
E01019955,783
E01019956,928
E01019957,946
E01019958,832
E01019959,520
E01019960,565
E01019961,1113
E01019962,1013
E01019963,783
E01019964,432
E01019965,783
E01019966,495
E01019967,570
E01019968,684
E01019969,603
E01019970,507
E01019971,798
E01019972,612
E01019973,636
E01019974,619
E01019975,485
E01019976,623
E01019977,608
E01019980,738
E01019981,595
E01019982,738
E01019983,635
E01019984,549
E01019985,584
E01019986,604
E01019987,686
E01019988,632
E01019989,524
E01019990,621
E01019991,634
E01019992,634
E01019993,495
E01019994,645
E01019995,854
E01019996,533
E01019997,609
E01019998,594
E01019999,514
E01020000,582
E01020001,602
E01020002,902
E01020003,740
E01020004,994
E01020005,826
E01020006,847
E01020007,498
E01020008,602
E01020009,599
E01020010,806
E01020011,570
E01020012,629
E01020013,596
E01020014,637
E01020015,857
E01020017,990
E01020018,1126
E01020019,604
E01020020,608
E01020021,543
E01020022,704
E01020023,985
E01020024,674
E01020025,736
E01020026,744
E01020027,700
E01020029,671
E01020030,970
E01020031,685
E01020032,687
E01020036,644
E01020037,603
E01020038,1047
E01020039,846
E01020040,568
E01020041,1088
E01020042,776
E01020043,851
E01020044,709
E01020045,720
E01020046,646
E01020047,955
E01020048,1099
E01020049,570
E01020050,1005
E01020051,815
E01020052,913
E01020053,607
E01020054,1084
E01020055,826
E01020056,1169
E01020057,998
E01020058,892
E01020059,902
E01020060,929
E01020061,915
E01020062,717
E01020063,1056
E01020064,755
E01020065,779
E01020067,767
E01020068,681
E01020069,635
E01020070,777
E01020071,882
E01020072,691
E01020073,762
E01020074,963
E01020075,829
E01020076,745
E01020077,680
E01020078,657
E01020079,596
E01020080,772
E01020081,594
E01020082,518
E01020083,1031
E01020084,669
E01020085,653
E01020087,945
E01020088,853
E01020089,959
E01020090,740
E01020091,563
E01020092,639
E01020093,706
E01020094,1065
E01020095,664
E01020096,824
E01020097,984
E01020098,1088
E01020099,610
E01020100,491
E01020101,636
E01020102,655
E01020103,602
E01020104,579
E01020105,927
E01020106,618
E01020107,738
E01020108,887
E01020109,563
E01020110,999
E01020111,629
E01020112,733
E01020113,665
E01020114,569
E01020115,515
E01020116,694
E01020117,694
E01020118,545
E01020119,676
E01020120,900
E01020121,835
E01020122,946
E01020123,627
E01020124,626
E01020125,615
E01020126,750
E01020127,864
E01020128,593
E01020129,537
E01020130,682
E01020131,932
E01020132,805
E01020133,670
E01020134,473
E01020135,765
E01020136,1074
E01020137,859
E01020138,1068
E01020139,629
E01020140,575
E01020141,730
E01020142,1142
E01020143,1051
E01020144,617
E01020145,830
E01020146,547
E01020147,908
E01020148,497
E01020149,614
E01020150,915
E01020151,753
E01020152,778
E01020153,534
E01020154,499
E01020155,486
E01020156,951
E01020157,996
E01020158,904
E01020159,652
E01020160,1010
E01020161,1099
E01020162,645
E01020163,708
E01020164,654
E01020165,622
E01020166,590
E01020167,662
E01020168,912
E01020169,1033
E01020170,992
E01020171,835
E01020172,923
E01020173,634
E01020174,726
E01020175,986
E01020176,523
E01020177,658
E01020178,944
E01020179,859
E01020180,1041
E01020181,869
E01020182,676
E01020183,826
E01020184,924
E01020185,663
E01020186,653
E01020187,1058
E01020188,929
E01020189,985
E01020190,1020
E01020191,601
E01020192,652
E01020193,650
E01020194,616
E01020195,751
E01020196,833
E01020197,582
E01020198,639
E01020199,718
E01020200,534
E01020201,719
E01020202,1090
E01020203,858
E01020204,655
E01020205,628
E01020206,712
E01020208,530
E01020209,636
E01020210,595
E01020211,697
E01020212,504
E01020213,656
E01020214,685
E01020215,575
E01020216,692
E01020217,919
E01020218,806
E01020219,888
E01020220,743
E01020221,761
E01020222,542
E01020223,794
E01020224,544
E01020225,602
E01020226,627
E01020227,627
E01020228,964
E01020230,832
E01020231,677
E01020232,762
E01020233,912
E01020234,605
E01020235,848
E01020236,546
E01020237,673
E01020238,546
E01020239,558
E01020240,808
E01020241,835
E01020242,805
E01020243,534
E01020244,633
E01020245,729
E01020246,579
E01020247,699
E01020248,783
E01020249,633
E01020250,702
E01020251,616
E01020252,960
E01020253,599
E01020254,585
E01020255,631
E01020256,839
E01020257,501
E01020258,791
E01020259,503
E01020260,593
E01020261,531
E01020262,548
E01020263,755
E01020264,703
E01020265,790
E01020266,715
E01020267,675
E01020268,812
E01020269,1122
E01020270,725
E01020271,684
E01020272,746
E01020273,650
E01020274,550
E01020275,629
E01020276,686
E01020277,941
E01020278,654
E01020279,1197
E01020280,1140
E01020281,868
E01020282,773
E01020283,1095
E01020284,895
E01020285,829
E01020286,784
E01020287,678
E01020288,706
E01020289,699
E01020290,775
E01020291,702
E01020292,707
E01020293,1120
E01020294,1011
E01020295,702
E01020296,662
E01020297,774
E01020298,995
E01020299,919
E01020300,780
E01020301,847
E01020302,764
E01020303,781
E01020304,738
E01020305,524
E01020306,562
E01020307,697
E01020308,797
E01020309,776
E01020311,994
E01020312,755
E01020313,654
E01020314,719
E01020315,712
E01020316,782
E01020317,649
E01020318,764
E01020319,749
E01020320,754
E01020321,1016
E01020323,677
E01020324,704
E01020325,708
E01020326,994
E01020327,847
E01020328,980
E01020329,760
E01020330,926
E01020331,707
E01020332,973
E01020333,965
E01020334,872
E01020335,719
E01020336,630
E01020337,587
E01020338,1083
E01020339,723
E01020340,755
E01020341,689
E01020342,674
E01020343,666
E01020344,578
E01020345,586
E01020346,716
E01020347,780
E01020348,642
E01020349,1086
E01020350,1016
E01020351,524
E01020352,566
E01020353,701
E01020354,712
E01020355,937
E01020356,778
E01020357,928
E01020358,695
E01020359,541
E01020360,728
E01020361,746
E01020362,687
E01020363,514
E01020364,830
E01020365,857
E01020366,959
E01020367,942
E01020369,654
E01020370,719
E01020371,753
E01020372,721
E01020373,514
E01020374,666
E01020375,625
E01020376,486
E01020377,639
E01020378,642
E01020379,670
E01020380,698
E01020381,506
E01020382,638
E01020383,828
E01020384,631
E01020385,515
E01020386,572
E01020387,475
E01020388,637
E01020389,870
E01020390,710
E01020391,686
E01020392,898
E01020393,561
E01020394,816
E01020395,952
E01020396,484
E01020397,644
E01020398,964
E01020400,687
E01020401,785
E01020402,648
E01020403,678
E01020404,743
E01020405,912
E01020406,1144
E01020407,523
E01020408,490
E01020409,513
E01020410,518
E01020411,433
E01020412,575
E01020413,624
E01020414,852
E01020415,613
E01020416,675
E01020417,479
E01020418,705
E01020419,854
E01020420,579
E01020421,523
E01020422,882
E01020423,653
E01020424,655
E01020425,822
E01020426,815
E01020427,985
E01020428,1104
E01020429,974
E01020430,654
E01020431,450
E01020432,569
E01020433,781
E01020434,838
E01020435,796
E01020436,910
E01020437,829
E01020438,1122
E01020439,1110
E01020440,878
E01020441,866
E01020442,882
E01020443,1147
E01020444,773
E01020445,517
E01020446,704
E01020447,850
E01020448,862
E01020449,946
E01020450,973
E01020452,855
E01020453,775
E01020454,1045
E01020456,785
E01020457,797
E01020458,951
E01020460,868
E01020462,833
E01020463,760
E01020464,699
E01020465,874
E01020466,757
E01020467,793
E01020468,689
E01020469,858
E01020470,777
E01020471,536
E01020472,655
E01020473,699
E01020474,865
E01020475,940
E01020476,518
E01020477,583
E01020478,497
E01020479,626
E01020480,826
E01020481,689
E01020482,759
E01020483,475
E01020484,640
E01020485,745
E01020486,818
E01020487,518
E01020488,669
E01020489,566
E01020490,726
E01020491,710
E01020492,553
E01020493,781
E01020494,549
E01020495,675
E01020496,818
E01020497,826
E01020498,951
E01020499,629
E01020500,926
E01020501,607
E01020502,869
E01020503,914
E01020504,1077
E01020505,849
E01020506,794
E01020507,887
E01020508,887
E01020509,1192
E01020510,1116
E01020511,808
E01020512,960
E01020513,748
E01020514,822
E01020515,509
E01020516,692
E01020517,846
E01020518,823
E01020519,802
E01020520,682
E01020523,525
E01020524,619
E01020525,516
E01020526,527
E01020527,618
E01020528,1102
E01020529,1013
E01020530,822
E01020531,795
E01020532,833
E01020533,1007
E01020534,929
E01020535,782
E01020536,969
E01020537,897
E01020538,838
E01020539,898
E01020540,1122
E01020541,944
E01020542,711
E01020543,650
E01020544,856
E01020546,534
E01020547,585
E01020549,932
E01020550,779
E01020551,1016
E01020552,765
E01020553,681
E01020554,1076
E01020555,745
E01020556,852
E01020557,800
E01020558,819
E01020559,822
E01020560,815
E01020561,851
E01020562,990
E01020563,543
E01020564,661
E01020565,688
E01020566,955
E01020569,812
E01020570,732
E01020571,968
E01020572,895
E01020573,921
E01020574,784
E01020575,749
E01020576,760
E01020577,788
E01020578,927
E01020579,910
E01020580,645
E01020581,928
E01020582,781
E01020583,820
E01020584,751
E01020585,605
E01020586,536
E01020587,661
E01020588,597
E01020589,639
E01020590,585
E01020591,657
E01020592,624
E01020593,670
E01020594,776
E01020595,777
E01020596,743
E01020597,659
E01020598,818
E01020599,886
E01020600,634
E01020601,633
E01020602,904
E01020603,667
E01020604,648
E01020605,800
E01020606,691
E01020607,821
E01020608,836
E01020609,597
E01020610,617
E01020611,788
E01020612,666
E01020613,555
E01020614,685
E01020615,747
E01020616,788
E01020617,1128
E01020618,898
E01020619,725
E01020620,700
E01020621,945
E01020622,679
E01020623,670
E01020624,842
E01020625,741
E01020626,763
E01020627,701
E01020628,819
E01020629,771
E01020630,577
E01020631,770
E01020632,815
E01020633,721
E01020634,695
E01020635,617
E01020636,808
E01020637,734
E01020638,707
E01020639,761
E01020640,992
E01020641,1049
E01020642,629
E01020643,1051
E01020645,678
E01020646,711
E01020647,830
E01020648,1097
E01020649,743
E01020650,991
E01020651,800
E01020652,855
E01020653,686
E01020654,803
E01020655,866
E01020656,680
E01020657,618
E01020658,881
E01020659,637
E01020660,695
E01020661,801
E01020662,784
E01020663,856
E01020664,753
E01020665,662
E01020666,625
E01020667,834
E01020668,662
E01020669,622
E01020670,759
E01020671,639
E01020672,814
E01020673,776
E01020674,734
E01020675,837
E01020676,684
E01020677,700
E01020678,571
E01020679,725
E01020680,718
E01020681,693
E01020682,825
E01020683,685
E01020685,717
E01020686,777
E01020687,675
E01020688,676
E01020689,699
E01020690,637
E01020691,641
E01020692,717
E01020693,623
E01020694,713
E01020695,993
E01020696,606
E01020697,685
E01020698,670
E01020699,643
E01020700,710
E01020701,645
E01020702,1021
E01020703,726
E01020704,542
E01020705,787
E01020706,902
E01020708,585
E01020709,692
E01020710,787
E01020711,886
E01020712,676
E01020714,705
E01020716,744
E01020717,742
E01020718,602
E01020719,526
E01020720,699
E01020721,475
E01020722,919
E01020723,725
E01020724,700
E01020725,674
E01020726,526
E01020727,577
E01020729,1022
E01020730,788
E01020731,665
E01020732,1046
E01020733,491
E01020734,521
E01020735,673
E01020737,606
E01020739,670
E01020740,567
E01020741,509
E01020742,709
E01020743,700
E01020744,538
E01020745,607
E01020746,479
E01020747,473
E01020748,491
E01020749,731
E01020750,518
E01020751,765
E01020752,567
E01020753,887
E01020754,662
E01020756,704
E01020757,519
E01020758,634
E01020759,653
E01020760,869
E01020761,688
E01020762,642
E01020763,836
E01020764,598
E01020765,762
E01020766,704
E01020767,813
E01020768,657
E01020769,471
E01020770,490
E01020771,452
E01020772,872
E01020773,705
E01020775,773
E01020776,805
E01020777,712
E01020778,539
E01020779,667
E01020780,566
E01020782,552
E01020783,585
E01020784,748
E01020786,664
E01020787,798
E01020788,624
E01020789,766
E01020790,642
E01020791,579
E01020792,647
E01020793,742
E01020794,837
E01020795,808
E01020796,559
E01020797,1188
E01020798,750
E01020799,710
E01020801,678
E01020802,902
