LSOA21CD,number_of_households
E01029736,674
E01029737,778
E01029738,577
E01029739,599
E01029740,672
E01029741,685
E01029742,904
E01029743,1042
E01029744,1065
E01029745,976
E01029746,675
E01029747,842
E01029748,577
E01029749,815
E01029750,1013
E01029751,771
E01029752,524
E01029753,906
E01029754,770
E01029755,649
E01029756,810
E01029757,631
E01029758,672
E01029759,737
E01029760,730
E01029761,589
E01029762,691
E01029763,661
E01029764,661
E01029765,524
E01029766,621
E01029767,720
E01029768,689
E01029769,803
E01029770,925
E01029771,725
E01029772,767
E01029773,670
E01029774,936
E01029775,671
E01029776,738
E01029777,640
E01029778,760
E01029779,730
E01029780,670
E01029781,692
E01029782,850
E01029783,693
E01029784,927
E01029785,711
E01029786,589
E01029787,911
E01029788,537
E01029789,437
E01029790,750
E01029791,666
E01029792,980
E01029793,673
E01029794,601
E01029795,764
E01029796,662
E01029797,619
E01029798,722
E01029799,828
E01029800,673
E01029801,744
E01029802,742
E01029803,773
E01029804,965
E01029805,728
E01029806,680
E01029807,535
E01029808,703
E01029809,626
E01029810,579
E01029811,646
E01029812,1059
E01029813,945
E01029814,784
E01029815,677
E01029816,612
E01029817,748
E01029818,616
E01029819,717
E01029820,923
E01029821,627
E01029822,529
E01029823,648
E01029824,697
E01029825,514
E01029826,739
E01029827,548
E01029828,463
E01029829,847
E01029830,530
E01029831,646
E01029832,698
E01029833,694
E01029834,703
E01029835,1075
E01029836,767
E01029837,659
E01029838,712
E01029839,444
E01029840,455
E01029841,612
E01029842,495
E01029843,545
E01029844,488
E01029845,444
E01029846,669
E01029847,574
E01029848,500
E01029849,694
E01029850,590
E01029851,983
E01029852,748
E01029853,687
E01029854,1010
E01029855,579
E01029856,585
E01029857,611
E01029858,628
E01029859,715
E01029860,535
E01029861,587
E01029862,489
E01029863,772
E01029864,656
E01029865,606
E01029867,696
E01029868,524
E01029869,654
E01029870,474
E01029871,623
E01029872,605
E01029873,1003
E01029874,743
E01029875,996
E01029876,964
E01029877,568
E01029878,552
E01029879,712
E01029880,829
E01029881,862
E01029882,642
E01029883,886
E01029884,745
E01029885,1037
E01029886,546
E01029887,914
E01029888,522
E01029889,521
E01029890,652
E01029891,898
E01029892,903
E01029894,523
E01029895,482
E01029896,593
E01029897,868
E01029898,999
E01029899,797
E01029900,813
E01029901,1141
E01029902,935
E01029903,619
E01029904,708
E01029905,486
E01029906,814
E01029907,1031
E01029908,678
E01029909,742
E01029910,516
E01029911,983
E01029912,836
E01029913,553
E01029914,675
E01029915,512
E01029916,512
E01029917,852
E01029918,553
E01029919,738
E01029920,1087
E01029921,544
E01029922,636
E01029923,598
E01029925,1019
E01029926,812
E01029927,1113
E01029928,842
E01029929,1025
E01029930,708
E01029937,1036
E01029938,555
E01029939,805
E01029940,590
E01029941,816
E01029942,721
E01029944,781
E01029945,991
E01029946,937
E01029947,1161
E01029949,697
E01029950,850
E01029951,624
E01029952,521
E01029953,613
E01029955,893
E01029956,618
E01029957,976
E01029958,644
E01029960,916
E01029961,610
E01029962,686
E01029963,659
E01029964,538
E01029965,619
E01029966,760
E01029967,608
E01029968,672
E01029969,588
E01029970,767
E01029971,631
E01029973,630
E01029974,627
E01029975,524
E01029976,635
E01029977,645
E01029978,541
E01029979,626
E01029980,671
E01029981,518
E01029982,513
E01029983,656
E01029984,605
E01029985,1120
E01029986,632
E01029987,592
E01029988,1061
E01029990,692
E01029991,675
E01029992,597
E01029994,617
E01029995,683
E01029996,624
E01029997,619
E01029998,754
E01029999,626
E01030000,641
E01030001,720
E01030002,951
E01030003,731
E01030004,497
E01030005,1176
E01030006,806
E01030007,895
E01030008,546
E01030009,586
E01030010,967
E01030011,669
E01030012,598
E01030013,616
E01030014,588
E01030015,530
E01030016,625
E01030017,634
E01030018,677
E01030019,636
E01030020,602
E01030021,622
E01030022,930
E01030023,857
E01030024,1039
E01030025,913
E01030026,776
E01030027,900
E01030028,703
E01030029,662
E01030030,967
E01030031,624
E01030032,515
E01030033,653
E01030034,642
E01030035,685
E01030036,769
E01030037,531
E01030038,505
E01030039,577
E01030040,540
E01030041,985
E01030042,755
E01030043,1073
E01030044,633
E01030045,718
E01030046,673
E01030047,552
E01030048,1053
E01030049,761
E01030050,1019
E01030051,803
E01030052,1010
E01030053,1028
E01030054,595
E01030055,622
E01030056,985
E01030057,960
E01030058,878
E01030059,1059
E01030060,757
E01030061,858
E01030062,716
E01030063,1010
E01030064,1030
E01030065,921
E01030066,705
E01030067,588
E01030068,762
E01030069,635
E01030070,539
E01030071,715
E01030072,760
E01030073,783
E01030075,824
E01030076,743
E01030077,704
E01030078,727
E01030079,604
E01030080,683
E01030081,1169
E01030083,965
E01030084,715
E01030085,726
E01030086,501
E01030087,524
E01030088,520
E01030089,945
E01030090,1022
E01030091,999
E01030092,790
E01030093,906
E01030094,600
E01030095,543
E01030096,623
E01030097,531
E01030098,1107
E01030099,886
E01030100,950
E01030101,1118
E01030104,1062
E01030105,794
E01030106,992
E01030107,632
E01030108,701
E01030109,757
E01030110,1166
E01030111,524
E01030112,838
E01030113,914
E01030114,540
E01030115,899
E01030116,857
E01030117,650
E01030118,615
E01030119,933
E01030121,982
E01030122,862
E01030123,793
E01030124,741
E01030125,615
E01030127,517
E01030128,597
E01030129,581
E01030130,587
E01030131,500
E01030132,458
E01030133,613
E01030134,488
E01030135,551
E01030137,856
E01030138,1025
E01030139,717
E01030140,496
E01030141,625
E01030142,748
E01030143,644
E01030144,554
E01030145,637
E01030146,717
E01030147,714
E01030148,507
E01030149,622
E01030150,1002
E01030151,1088
E01030152,1039
E01030153,592
E01030154,954
E01030155,871
E01030158,740
E01030159,660
E01030160,807
E01030161,731
E01030162,742
E01030163,780
E01030164,694
E01030165,875
E01030166,668
E01030167,619
E01030168,656
E01030169,826
E01030170,761
E01030171,785
E01030172,952
E01030173,934
E01030174,570
E01030175,1012
E01030176,891
E01030179,1062
E01030180,565
E01030181,811
E01030183,858
E01030184,800
E01030185,870
E01030186,734
E01030187,721
E01030188,856
E01030189,735
E01030190,1022
E01030191,764
E01030192,603
E01030193,916
E01030194,938
E01030195,693
E01030196,686
E01030197,766
E01030198,594
E01030199,846
E01030200,917
E01030201,970
E01030203,977
E01030204,765
E01030205,491
E01030206,644
E01030207,705
E01030208,608
E01030209,1119
E01030210,1054
E01030211,1107
E01030212,934
E01030214,532
E01030215,795
E01030216,648
E01030217,617
E01030218,662
E01030219,929
E01030220,1047
E01030221,904
E01030222,1002
E01030223,852
E01030224,790
E01030225,871
E01030226,807
E01030227,630
E01030228,766
E01030229,981
E01030230,937
E01030231,668
E01030232,689
E01030233,637
E01030234,664
E01030235,656
E01030236,853
E01030237,1192
E01030238,733
E01030239,734
E01030240,750
E01030241,703
E01030242,601
E01030243,703
E01030244,948
E01030245,766
E01030246,628
E01030247,1030
E01030248,637
E01030249,824
E01030250,1020
E01030251,719
E01030252,847
E01030253,797
E01030254,627
E01030255,515
E01030256,696
E01030257,638
E01030258,909
E01030259,489
E01030260,459
E01030261,628
E01030262,568
E01030263,712
E01030264,632
E01030265,627
E01030266,708
E01030267,913
E01030268,535
E01030269,771
E01030270,689
E01030271,707
E01030272,785
E01030273,740
E01030274,611
E01030275,506
E01030276,585
E01030277,495
E01030278,728
E01030279,600
E01030280,617
E01030281,1038
E01030283,595
E01030285,1032
E01030286,927
E01030287,660
E01030288,635
E01030289,708
E01030290,700
E01030291,605
E01030292,655
E01030293,702
E01030294,654
E01030295,1048
E01030296,668
E01030297,832
E01030298,671
E01030299,633
E01030300,772
E01030301,620
E01030302,822
E01030303,693
E01030304,692
E01030305,497
E01030306,498
E01030307,724
E01030308,670
E01030309,649
E01030310,751
E01030311,653
E01030312,581
E01030313,858
E01030314,735
E01030315,625
E01030316,636
E01030317,863
E01030318,663
E01030319,671
E01030320,696
E01030321,566
E01030322,771
E01030323,523
E01030324,642
E01030325,589
E01030326,817
E01030327,802
E01030328,629
E01030329,682
E01030330,654
E01030331,688
E01030332,612
E01030333,583
E01030334,587
E01030335,759
E01030336,797
E01030337,765
E01030338,635
E01030339,759
E01030340,652
E01030341,753
E01030342,678
E01030343,687
E01030344,533
E01030345,639
E01030346,514
E01030347,709
E01030348,688
E01030349,715
E01030350,713
E01030351,622
E01030352,610
E01030353,545
E01030354,659
E01030355,533
E01030356,513
E01030357,735
E01030358,691
E01030360,724
E01030361,928
E01030362,578
E01030363,812
E01030364,750
E01030365,607
E01030366,899
E01030367,629
E01030368,616
E01030369,776
E01030370,622
E01030371,726
E01030372,587
E01030373,669
E01030374,804
E01030375,856
E01030376,543
E01030377,884
E01030378,643
E01030379,478
E01030380,516
E01030381,627
E01030382,604
E01030384,973
E01030385,704
E01030386,532
E01030387,616
E01030388,517
E01030389,647
E01030390,842
E01030391,839
E01030392,848
E01030393,814
E01030394,666
E01030395,732
E01030396,853
E01030398,622
E01030399,975
E01030400,583
E01030401,1011
E01030402,936
E01030403,617
E01030404,634
E01030405,695
E01030406,602
E01030407,538
E01030408,637
E01030409,556
E01030410,760
E01030412,956
E01030413,710
E01030414,512
E01030415,614
E01030416,521
E01030417,517
E01030418,580
E01030419,752
E01030420,527
E01030421,733
E01030422,775
E01030423,729
E01030424,658
E01030425,783
E01030426,619
E01030427,603
E01030428,536
E01030429,710
E01030430,610
E01030431,615
E01030432,631
E01030433,698
E01030434,719
E01030435,704
E01030436,962
E01030437,915
E01030438,814
E01030439,652
E01030440,641
E01030441,529
E01030442,552
E01030443,540
E01030444,591
E01030445,623
E01030446,526
E01030447,539
E01030448,623
E01030449,704
E01030450,1058
E01030451,929
E01030452,1131
E01030453,764
E01030454,735
E01030455,961
E01030456,557
E01030457,833
E01030458,533
E01030459,578
E01030460,624
E01030461,663
E01030462,720
E01030463,621
E01030464,626
E01030465,602
E01030466,739
E01030467,633
E01030468,472
E01030469,518
E01030470,493
E01030471,483
E01030472,508
E01030473,676
E01030474,428
E01030475,540
E01030476,463
E01030477,714
E01030478,672
E01030479,811
E01030480,816
E01030481,635
E01030482,529
E01030483,607
E01030484,682
E01030485,764
E01030486,612
E01030487,656
E01030488,759
E01030489,949
E01030490,700
E01030491,819
E01030492,808
E01030493,509
E01030494,649
E01030495,663
E01030496,623
E01030497,599
E01030498,505
E01030499,649
E01030500,614
E01030501,655
E01030502,494
E01030503,553
E01030504,490
E01030505,635
E01030506,484
E01030507,499
E01030508,517
E01030509,571
E01030510,732
E01030511,571
E01030512,674
E01030513,521
E01030514,650
E01030515,916
E01030516,662
E01030517,707
E01030518,550
E01030519,667
E01030520,642
E01030521,678
E01030522,566
E01030523,533
E01030524,981
E01030525,650
E01030526,537
E01030527,666
E01030528,604
E01030529,703
E01030530,491
E01030531,946
E01030532,694
E01030533,595
E01030534,746
E01030535,801
E01030536,815
E01030537,743
E01030538,839
E01030539,700
E01030540,855
E01030541,505
E01030542,482
E01030543,637
E01030544,650
E01030545,685
E01030546,663
E01030547,714
E01030548,890
E01030549,861
E01030550,971
E01030551,732
E01030552,740
E01030553,824
E01030554,453
E01030555,668
E01030556,802
E01030557,782
E01030558,939
E01030559,492
E01030560,762
E01030561,594
E01030562,575
E01030563,404
E01030564,521
E01030565,575
E01030566,545
E01030567,638
E01030568,594
E01030569,1012
E01030570,693
E01030571,609
E01030572,950
E01030573,739
E01030574,807
E01030576,678
E01030577,757
E01030578,610
E01030579,645
E01030580,894
E01030581,933
E01030582,566
E01030583,612
E01030585,623
E01030586,725
E01030587,623
E01030588,608
E01030589,678
E01030590,744
E01030591,666
E01030592,802
E01030593,622
E01030594,722
E01030595,643
E01030596,527
E01030597,654
E01030598,673
E01030599,702
E01030600,635
E01030601,599
E01030602,732
E01030603,568
E01030604,675
E01030605,580
E01030606,594
E01030607,740
E01030608,595
E01030609,876
E01030610,611
E01030613,909
E01030614,627
E01030615,844
E01030616,711
E01030617,727
E01030618,768
E01030619,622
E01030620,882
E01030621,647
E01030622,828
E01030623,911
E01030624,577
E01030625,460
E01030626,441
E01030627,956
E01030628,608
E01030629,564
E01030630,622
E01030631,663
E01030632,519
E01030633,582
E01030634,570
E01030635,671
E01030636,445
E01030637,463
E01030638,625
E01030639,695
E01030640,700
E01030641,631
E01030642,658
E01030643,641
E01030644,490
E01030645,956
E01030646,1026
E01030647,764
E01030648,661
E01030649,1189
E01030650,515
E01030651,566
E01030652,785
E01030653,799
E01030654,653
E01030655,771
E01030656,575
E01030657,638
E01030658,780
E01030659,913
E01030660,1036
E01030661,808
E01030662,650
E01030663,662
E01030664,755
E01030665,624
E01030666,745
E01030667,789
E01030668,871
E01030669,689
E01030670,495
E01030671,418
E01030672,803
E01030673,497
E01030674,647
E01030675,620
E01030676,507
E01030677,676
E01030678,605
E01030679,468
E01030680,628
E01030681,683
E01030682,521
E01030683,570
E01030684,661
E01030685,523
E01030686,567
E01030687,493
E01030688,605
E01030689,607
E01030690,707
E01030691,605
E01030692,567
E01030693,504
E01030694,525
E01030695,482
E01030696,628
E01030697,696
E01030698,643
E01030699,615
E01030700,821
E01030701,617
E01030702,548
E01030703,620
E01030704,687
E01030705,650
E01030706,556
E01030707,850
E01030708,622
E01030709,636
E01030710,735
E01030711,716
E01030712,745
E01030713,528
E01030714,485
E01030715,624
E01030716,586
E01030717,737
E01030718,516
E01030719,636
E01030720,739
E01030721,607
E01030722,659
E01030723,625
E01030724,647
E01030725,932
E01030726,656
E01030727,853
E01030728,736
E01030729,610
E01030730,807
E01030731,764
E01030732,731
E01030733,841
E01030734,572
E01030735,679
E01030737,695
E01030738,712
E01030739,690
E01030740,757
E01030741,649
E01030742,816
E01030743,681
E01030744,847
E01030745,616
E01030746,679
E01030747,567
E01030748,656
E01030749,591
E01030750,599
E01030751,762
E01030752,650
E01030753,804
E01030754,863
E01030755,833
E01030756,662
E01030757,710
E01030758,451
E01030759,738
E01030760,685
E01030761,752
E01030762,753
E01030763,535
E01030764,560
E01030765,665
E01030766,739
E01030767,654
E01030768,547
E01030769,583
E01030770,604
E01030771,485
E01030772,623
E01030773,540
E01030774,619
E01030775,582
E01030776,618
E01030777,636
E01030778,737
E01030779,751
E01030780,654
E01030781,651
E01030782,666
E01030783,671
E01030784,904
E01030785,661
E01030786,788
E01030787,532
E01030788,486
E01030789,611
E01030790,680
E01030791,648
E01030792,493
E01030793,868
E01030794,644
E01030795,1098
E01030796,542
E01030797,529
E01030798,563
E01030799,518
E01030800,936
E01030801,720
E01030802,721
E01030803,700
E01030804,675
E01030805,613
E01030806,543
E01030807,896
E01030808,634
E01030809,663
E01030810,529
E01030811,601
E01030812,693
E01030813,659
E01030814,518
E01030815,625
E01030816,646
E01030817,579
E01030818,524
E01030819,663
E01030820,671
E01030821,754
E01030822,799
E01030823,923
E01030824,635
E01030825,620
E01030826,591
E01030827,692
E01030828,528
E01030829,770
E01030830,522
E01030831,893
E01030832,564
E01030833,638
E01030834,615
E01030835,604
E01030836,741
E01030837,545
E01030838,545
E01030839,586
E01030840,560
E01030841,510
E01030842,871
E01030843,614
E01030844,693
E01030845,520
E01030846,573
E01030847,713
E01030848,919
E01030850,1180
E01030851,810
E01030852,803
E01030853,755
E01030854,823
E01030855,844
E01030856,644
E01030857,881
E01030858,1089
E01030859,925
E01030861,762
E01030862,934
E01030863,749
E01030864,682
E01030865,678
E01030866,633
E01030867,647
E01030868,492
E01030869,487
E01030870,651
E01030871,786
E01030872,846
E01030873,621
E01030874,500
E01030875,822
E01030876,682
E01030877,528
E01030878,711
E01030879,470
E01030880,873
E01030881,549
E01030882,540
E01030883,547
E01030884,771
E01030885,934
E01030886,541
E01030887,533
E01030888,664
E01030889,643
E01030890,659
E01030891,671
E01030892,522
E01030893,821
E01030894,639
E01030895,664
E01030896,549
E01030897,522
E01030898,623
E01030899,681
E01030900,510
E01030901,502
E01030902,537
E01030903,844
E01030904,651
E01030905,677
E01030906,805
E01030907,500
E01030908,609
E01030909,536
E01030910,498
E01030911,616
E01030912,555
E01030913,575
E01030914,577
E01030915,614
E01030916,1075
E01030917,537
E01030918,551
E01030919,517
E01030920,665
E01030921,857
E01030922,823
E01030923,586
E01030924,494
E01030925,615
E01030926,603
E01030927,544
E01030928,843
E01030929,493
E01030930,628
E01030931,777
E01030932,649
E01030933,783
E01030934,589
E01030935,516
E01030937,672
E01030938,618
E01030939,466
E01030940,775
E01030941,525
E01030942,557
E01030943,530
E01030944,492
E01030945,509
E01030946,626
E01030947,520
E01030948,672
E01030949,729
E01030950,706
E01030951,597
E01030952,611
E01030953,641
E01030954,1112
E01030955,568
E01030956,511
E01030957,478
E01030958,620
E01030959,473
E01030960,736
E01030961,717
E01030962,776
E01030963,533
E01030964,744
E01030965,570
E01030966,502
E01030967,633
E01030968,550
E01030969,565
E01030970,628
E01030971,891
E01030972,714
E01030974,633
E01030975,562
E01030976,628
E01030977,732
E01030978,808
E01030979,817
E01030980,579
E01030981,468
E01030983,797
E01030984,668
E01030986,454
E01030987,514
E01030988,826
E01030989,672
E01030990,584
E01030991,1008
E01030992,696
E01030994,779
E01030995,659
E01030996,569
E01030997,684
E01030998,728
E01030999,502
E01031000,668
E01031001,723
E01031002,681
E01031003,662
E01031004,1097
E01031005,683
E01031006,696
E01031007,539
E01031008,649
E01031009,997
E01031010,944
E01031011,970
E01031012,632
E01031013,496
E01031014,501
E01031015,700
E01031016,687
E01031017,665
E01031018,463
E01031019,680
E01031020,706
E01031021,854
E01031022,814
E01031023,653
E01031024,717
E01031025,724
E01031026,598
E01031027,643
E01031028,779
E01031029,612
E01031030,1032
E01031031,1035
E01031032,559
E01031033,790
E01031034,764
E01031035,801
E01031036,720
E01031037,838
E01031038,758
E01031039,648
E01031040,755
E01031041,713
E01031042,767
E01031043,989
E01031044,779
E01031045,793
E01031046,715
E01031047,845
E01031048,534
E01031049,1119
E01031050,793
E01031051,582
E01031052,648
E01031053,742
E01031054,700
E01031055,680
E01031056,616
E01031057,650
E01031058,647
E01031059,692
E01031060,619
E01031061,610
E01031062,499
E01031063,623
E01031064,617
E01031065,647
E01031066,666
E01031067,712
E01031068,761
E01031069,679
E01031070,649
E01031073,882
E01031074,728
E01031075,921
E01031077,705
E01031078,847
E01031079,685
E01031080,674
E01031081,665
E01031082,555
E01031083,754
E01031084,887
E01031085,543
E01031086,810
E01031087,883
E01031088,785
E01031089,637
E01031090,670
E01031091,694
E01031092,617
E01031093,553
E01031094,503
E01031095,507
E01031096,599
E01031097,764
E01031098,551
E01031099,947
E01031100,510
E01031101,520
E01031102,576
E01031104,634
E01031105,695
E01031106,643
E01031107,467
E01031108,556
E01031109,713
E01031110,711
E01031111,406
E01031112,656
E01031114,763
E01031115,726
E01031116,683
E01031117,587
E01031118,474
E01031119,729
E01031120,584
E01031121,453
E01031122,626
E01031123,512
E01031124,635
E01031125,657
E01031127,671
E01031129,530
E01031130,798
E01031131,723
E01031132,871
E01031133,577
E01031134,736
E01031135,760
E01031136,801
E01031137,563
E01031138,459
E01031139,687
E01031140,533
E01031142,691
E01031143,654
E01031144,662
E01031145,502
E01031146,628
E01031148,818
E01031149,661
E01031150,503
E01031151,619
E01031152,480
E01031153,673
E01031154,772
E01031155,552
E01031156,641
E01031157,935
E01031158,473
E01031159,680
E01031160,920
E01031161,885
E01031162,878
E01031163,785
E01031165,687
E01031166,842
E01031167,583
E01031168,1171
E01031169,932
E01031170,770
E01031171,600
E01031172,716
E01031173,997
E01031174,968
E01031175,582
E01031176,598
E01031177,608
E01031178,633
E01031179,796
E01031180,861
E01031181,783
E01031182,854
E01031183,823
E01031184,655
E01031185,621
E01031186,707
E01031187,832
E01031188,1071
E01031189,738
E01031190,1007
E01031191,882
E01031192,1099
E01031193,986
E01031194,1017
E01031195,939
E01031196,1059
E01031197,538
E01031198,563
E01031199,870
E01031200,728
E01031201,713
E01031202,821
E01031203,764
E01031204,710
E01031205,780
E01031206,697
E01031207,640
E01031208,1065
E01031209,1010
E01031210,528
E01031211,736
E01031213,797
E01031214,1046
E01031215,909
E01031216,747
E01031217,537
E01031218,488
E01031219,992
E01031220,613
E01031221,885
E01031222,1099
E01031223,632
E01031224,584
E01031225,778
E01031227,1009
E01031228,723
E01031229,1194
E01031231,1144
E01031232,957
E01031233,749
E01031234,955
E01031235,939
E01031236,648
E01031237,636
E01031238,604
E01031239,773
E01031240,597
E01031241,617
E01031242,658
E01031243,809
E01031244,774
E01031245,581
E01031246,572
E01031247,1049
E01031248,1054
E01031249,527
E01031251,502
E01031252,534
E01031253,637
E01031254,724
E01031255,623
E01031256,785
E01031257,669
E01031258,871
E01031259,1095
E01031260,923
E01031261,732
E01031262,606
E01031263,643
E01031264,633
E01031265,691
E01031266,767
E01031267,744
E01031268,1089
E01031269,882
E01031271,909
E01031272,769
E01031273,608
E01031274,613
E01031275,521
E01031276,624
E01031277,639
E01031278,656
E01031279,613
E01031280,522
E01031281,659
E01031282,740
E01031283,537
E01031284,518
E01031285,1159
E01031286,697
E01031287,580
E01031288,678
E01031289,604
E01031290,805
E01031291,925
E01031292,662
E01031293,671
E01031294,637
E01031295,490
E01031296,707
E01031297,860
E01031298,764
E01031299,558
E01031300,747
E01031301,766
E01031302,438
E01031303,697
E01031304,599
E01031305,647
E01031306,607
E01031307,658
E01031308,698
E01031309,942
E01031310,554
E01031311,589
E01031312,605
E01031313,588
E01031314,611
E01031315,924
E01031316,765
E01031317,726
E01031319,888
E01031320,603
E01031321,499
E01031322,877
E01031323,831
E01031324,1236
E01031325,614
E01031327,624
E01031328,1178
E01031329,985
E01031330,606
E01031331,777
E01031332,499
E01031333,478
E01031334,655
E01031335,615
E01031336,810
E01031337,852
E01031338,517
E01031339,511
E01031340,637
E01031341,652
E01031342,785
E01031343,625
E01031344,614
E01031345,652
E01031346,632
E01031347,651
E01031348,678
E01031349,554
E01031350,493
E01031351,648
E01031352,648
E01031353,458
E01031354,560
E01031355,707
E01031356,1053
E01031357,1025
E01031358,638
E01031359,531
E01031360,657
E01031361,617
E01031362,513
E01031363,738
E01031364,1005
E01031365,805
E01031366,492
E01031367,545
E01031368,642
E01031369,632
E01031370,567
E01031371,613
E01031372,622
E01031373,624
E01031374,702
E01031375,685
E01031376,650
E01031377,876
E01031378,668
E01031379,755
E01031380,752
E01031381,775
E01031382,803
E01031383,744
E01031384,777
E01031385,748
E01031386,614
E01031387,708
E01031389,942
E01031390,596
E01031391,723
E01031392,755
E01031393,1007
E01031394,694
E01031395,687
E01031396,991
E01031397,732
E01031398,604
E01031399,754
E01031400,827
E01031402,739
E01031403,643
E01031404,474
E01031405,651
E01031406,508
E01031407,622
E01031408,870
E01031409,519
E01031410,616
E01031411,669
E01031412,640
E01031413,686
E01031414,629
E01031415,800
E01031416,648
E01031417,711
E01031418,893
E01031419,767
E01031420,799
E01031422,784
E01031423,884
E01031424,698
E01031425,630
E01031426,540
E01031427,697
E01031428,654
E01031429,574
E01031430,624
E01031431,462
E01031432,969
E01031433,620
E01031434,716
E01031435,786
E01031436,1063
E01031437,1010
E01031438,723
E01031439,937
E01031440,770
E01031441,748
E01031442,676
E01031443,524
E01031444,667
E01031445,826
E01031446,621
E01031447,759
E01031448,762
E01031449,709
E01031450,560
E01031451,721
E01031452,544
E01031453,760
E01031454,1184
E01031455,718
E01031456,965
E01031457,955
E01031458,920
E01031459,828
E01031460,960
E01031461,855
E01031462,649
E01031463,659
E01031464,832
E01031465,569
E01031466,624
E01031469,774
E01031470,649
E01031471,867
E01031472,684
E01031473,523
E01031474,645
E01031475,714
E01031476,719
E01031477,1033
E01031478,469
E01031479,447
E01031480,604
E01031481,742
E01031482,696
E01031483,1009
E01031484,941
E01031485,684
E01031486,839
E01031487,684
E01031489,654
E01031490,1103
E01031491,957
E01031492,719
E01031493,785
E01031494,749
E01031495,724
E01031496,1105
E01031497,744
E01031498,464
E01031499,776
E01031500,977
E01031501,708
E01031502,589
E01031503,567
E01031504,937
E01031505,1102
E01031506,552
E01031507,590
E01031508,876
E01031511,749
E01031512,898
E01031514,772
E01031515,730
E01031516,672
E01031517,801
E01031518,649
E01031519,555
E01031520,560
E01031521,454
E01031522,927
E01031523,756
E01031524,844
E01031525,621
E01031526,551
E01031527,657
E01031528,721
E01031529,516
E01031530,554
E01031531,527
E01031532,479
E01031533,619
E01031534,921
E01031535,890
E01031536,537
E01031538,647
E01031539,739
E01031540,640
E01031541,697
E01031542,903
E01031543,1057
E01031544,542
E01031545,539
E01031546,482
E01031547,505
E01031548,676
E01031549,619
E01031550,522
E01031551,498
E01031552,749
E01031553,495
E01031554,703
E01031555,487
E01031556,640
E01031557,925
E01031558,621
E01031559,515
E01031560,624
E01031561,593
E01031562,580
E01031563,564
E01031564,608
E01031565,848
E01031566,654
E01031567,512
E01031568,642
E01031569,627
E01031570,515
E01031571,673
E01031572,865
E01031573,657
E01031574,662
E01031575,627
E01031576,612
E01031577,456
E01031578,735
E01031579,680
E01031580,860
E01031581,611
E01031582,769
E01031583,965
E01031584,658
E01031585,1133
E01031586,706
E01031588,594
E01031589,703
E01031590,641
E01031591,747
E01031592,769
E01031593,622
E01031594,554
E01031595,646
E01031596,750
E01031597,632
E01031598,818
E01031599,938
E01031600,687
E01031601,526
E01031603,610
E01031604,654
E01031605,598
E01031606,617
E01031607,568
E01031608,1078
E01031609,686
E01031610,801
E01031611,1152
E01031612,889
E01031614,1084
E01031615,793
E01031616,696
E01031617,1013
E01031618,561
E01031620,866
E01031621,812
E01031622,659
E01031623,767
E01031624,672
E01031625,759
E01031626,712
E01031627,836
E01031628,688
E01031629,652
E01031630,865
E01031631,844
E01031632,666
E01031633,513
E01031634,530
E01031635,549
E01031638,773
E01031639,879
E01031640,716
E01031641,756
E01031642,1068
E01031643,843
E01031644,771
E01031645,547
E01031646,604
E01031647,464
E01031648,743
E01031649,452
E01031650,500
E01031651,652
E01031652,623
E01031653,890
E01031654,652
E01031655,656
E01031656,960
E01031657,754
E01031658,893
E01031659,644
E01031660,567
E01031661,671
E01031662,722
E01031663,963
E01031664,690
E01031665,565
E01031666,645
E01031667,651
E01031668,652
E01031669,719
E01031670,713
E01031671,790
E01031672,973
E01031673,642
E01031674,547
E01031675,616
E01031677,665
E01031678,682
E01031679,526
E01031680,570
E01031681,762
E01031682,462
E01031683,633
E01031684,627
E01031685,847
E01031686,633
E01031687,668
E01031688,616
E01031689,658
E01031690,633
E01031691,808
E01031693,760
E01031694,687
E01031695,558
E01031696,567
E01031697,472
E01031698,661
E01031699,680
E01031700,601
E01031701,775
E01031702,639
E01031703,677
E01031704,751
E01031705,662
E01031706,691
E01031707,673
E01031708,806
E01031709,897
E01031710,590
E01031712,644
E01031713,690
E01031714,727
E01031715,673
E01031716,458
E01031717,572
E01031718,717
E01031719,724
E01031720,537
E01031721,856
E01031722,497
E01031723,648
E01031724,505
E01031725,599
E01031726,677
E01031727,661
E01031729,857
E01031730,761
E01031731,821
E01031732,682
E01031733,758
E01031734,612
E01031735,667
E01031736,622
E01031737,600
E01031738,607
E01031739,831
E01031740,559
E01031741,1023
E01031743,832
E01031744,696
E01031745,861
E01031746,736
E01031747,701
E01031748,585
E01031749,619
E01031750,647
E01031751,1185
E01031752,729
E01031753,586
E01031754,682
E01031755,595
E01031757,690
E01031758,526
E01031759,781
E01031760,719
E01031763,806
E01031764,565
E01031765,647
E01031766,836
E01031767,761
E01031768,677
E01031769,705
E01031770,721
E01031771,614
E01031772,867
E01031773,813
E01031774,976
E01031775,756
E01031776,669
E01031777,792
E01031778,654
E01031779,518
E01031780,546
E01031781,618
E01031782,785
E01031783,612
E01031785,646
E01031786,635
E01031787,1158
E01031788,1024
E01031790,995
E01031791,1014
E01031792,622
E01031793,600
E01031794,716
E01031795,687
E01031796,689
E01031797,506
E01031798,681
E01031799,667
E01031800,624
E01031801,809
E01031802,871
E01031803,655
E01031804,738
E01031805,822
E01031806,752
E01031807,901
